city,district_id,district_name,market_id,market_name,submarket_id,submarket_name,node_id,node_name,node_type,research_priority
서울특별시,JONGNO,종로구,SEOUL-JONGNO-GWANGHWAMUN-JONGNO,광화문·종로권,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01,광화문광장,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01-N01,광화문,anchor,S
서울특별시,JONGNO,종로구,SEOUL-JONGNO-GWANGHWAMUN-JONGNO,광화문·종로권,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01,광화문광장,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01-N03,세종대로,university,S
서울특별시,JONGNO,종로구,SEOUL-JONGNO-GWANGHWAMUN-JONGNO,광화문·종로권,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01,광화문광장,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01-N04,종로,street,S
서울특별시,JONGNO,종로구,SEOUL-JONGNO-GWANGHWAMUN-JONGNO,광화문·종로권,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01,광화문광장,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01-N05,청계천로,street,S
서울특별시,JONGNO,종로구,SEOUL-JONGNO-GWANGHWAMUN-JONGNO,광화문·종로권,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM02,청진동,,,,S
서울특별시,JONGNO,종로구,SEOUL-JONGNO-GWANGHWAMUN-JONGNO,광화문·종로권,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM03,종각,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM03-N02,종각,anchor,S
서울특별시,JONGNO,종로구,SEOUL-JONGNO-GWANGHWAMUN-JONGNO,광화문·종로권,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM04,청계천 북측,,,,S
서울특별시,JONGNO,종로구,SEOUL-JONGNO-INSADONG-IKSEON,인사동·익선권,SEOUL-JONGNO-INSADONG-IKSEON-SM01,인사동길,SEOUL-JONGNO-INSADONG-IKSEON-SM01-N01,안국,anchor,A
서울특별시,JONGNO,종로구,SEOUL-JONGNO-INSADONG-IKSEON,인사동·익선권,SEOUL-JONGNO-INSADONG-IKSEON-SM01,인사동길,SEOUL-JONGNO-INSADONG-IKSEON-SM01-N02,종로3가,street,A
서울특별시,JONGNO,종로구,SEOUL-JONGNO-INSADONG-IKSEON,인사동·익선권,SEOUL-JONGNO-INSADONG-IKSEON-SM01,인사동길,SEOUL-JONGNO-INSADONG-IKSEON-SM01-N03,인사동길,street,A
서울특별시,JONGNO,종로구,SEOUL-JONGNO-INSADONG-IKSEON,인사동·익선권,SEOUL-JONGNO-INSADONG-IKSEON-SM01,인사동길,SEOUL-JONGNO-INSADONG-IKSEON-SM01-N04,익선동 골목,street,A
서울특별시,JONGNO,종로구,SEOUL-JONGNO-INSADONG-IKSEON,인사동·익선권,SEOUL-JONGNO-INSADONG-IKSEON-SM02,익선동 한옥거리,,,,A
서울특별시,JONGNO,종로구,SEOUL-JONGNO-INSADONG-IKSEON,인사동·익선권,SEOUL-JONGNO-INSADONG-IKSEON-SM03,종로3가 북측,,,,A
서울특별시,JONGNO,종로구,SEOUL-JONGNO-SAMCHEONG-BUKCHON,삼청·북촌권,SEOUL-JONGNO-SAMCHEONG-BUKCHON-SM01,북촌한옥마을,SEOUL-JONGNO-SAMCHEONG-BUKCHON-SM01-N01,안국,anchor,C
서울특별시,JONGNO,종로구,SEOUL-JONGNO-SAMCHEONG-BUKCHON,삼청·북촌권,SEOUL-JONGNO-SAMCHEONG-BUKCHON-SM01,북촌한옥마을,SEOUL-JONGNO-SAMCHEONG-BUKCHON-SM01-N02,삼청로,street,C
서울특별시,JONGNO,종로구,SEOUL-JONGNO-SAMCHEONG-BUKCHON,삼청·북촌권,SEOUL-JONGNO-SAMCHEONG-BUKCHON-SM01,북촌한옥마을,SEOUL-JONGNO-SAMCHEONG-BUKCHON-SM01-N03,북촌로,street,C
서울특별시,JONGNO,종로구,SEOUL-JONGNO-SAMCHEONG-BUKCHON,삼청·북촌권,SEOUL-JONGNO-SAMCHEONG-BUKCHON-SM02,삼청동길,,,,C
서울특별시,JONGNO,종로구,SEOUL-JONGNO-SAMCHEONG-BUKCHON,삼청·북촌권,SEOUL-JONGNO-SAMCHEONG-BUKCHON-SM03,안국동,,,,C
서울특별시,JONGNO,종로구,SEOUL-JONGNO-DAEHANGNO,대학로권,SEOUL-JONGNO-DAEHANGNO-SM01,혜화역권,SEOUL-JONGNO-DAEHANGNO-SM01-N01,혜화,anchor,B
서울특별시,JONGNO,종로구,SEOUL-JONGNO-DAEHANGNO,대학로권,SEOUL-JONGNO-DAEHANGNO-SM01,혜화역권,SEOUL-JONGNO-DAEHANGNO-SM01-N02,대학로,university,B
서울특별시,JONGNO,종로구,SEOUL-JONGNO-DAEHANGNO,대학로권,SEOUL-JONGNO-DAEHANGNO-SM01,혜화역권,SEOUL-JONGNO-DAEHANGNO-SM01-N03,동숭길,street,B
서울특별시,JONGNO,종로구,SEOUL-JONGNO-DAEHANGNO,대학로권,SEOUL-JONGNO-DAEHANGNO-SM01,혜화역권,SEOUL-JONGNO-DAEHANGNO-SM01-N04,혜화역,station,B
서울특별시,JONGNO,종로구,SEOUL-JONGNO-DAEHANGNO,대학로권,SEOUL-JONGNO-DAEHANGNO-SM01,혜화역권,SEOUL-JONGNO-DAEHANGNO-SM01-N05,마로니에공원,park_water_access,B
서울특별시,JONGNO,종로구,SEOUL-JONGNO-DAEHANGNO,대학로권,SEOUL-JONGNO-DAEHANGNO-SM02,성균관대 남측,,,,B
서울특별시,JONGNO,종로구,SEOUL-JONGNO-SEOCHON-GYEONGBOK,서촌·경복궁권,SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01,경복궁 서측,SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01-N01,경복궁,tourism_culture,B
서울특별시,JONGNO,종로구,SEOUL-JONGNO-SEOCHON-GYEONGBOK,서촌·경복궁권,SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01,경복궁 서측,SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01-N02,자하문로,street,B
